,College Name,New_name
308,A J Institute of Medical Sciences ,A J Institute of Medical Sciences 
309,A M C College of Engineering,A M C College of Engineering
310,A M E X ,A M E X 
311,A M E’s Dental College & Hospital ,A M Es Dental College  Hospital 
312,A N A COLLEGE OF ENGINEERING AND MANAGEMENT STUDIES,A N A COLLEGE OF ENGINEERING AND MANAGEMENT STUDIES
313,A N B.Ed. College,A N B.Ed. College
314,A N College,A N College
315,A N D COLLEGE JOURA ,A N D COLLEGE JOURA 
316,A N TT College,A N TT College
317,A One College of Education Raja Ka Bag ,A One College of Education Raja Ka Bag 
318,A P N P.G. College,A P N P.G. College
319,A R Engineering College ,A R Engineering College 
320,A R G Arts and Commerce College,A R G Arts and Commerce College
321,A R M College of Engineering and Technology ,A R M College of Engineering and Technology 
322,A R S BEd COLLEGE,A R S BEd COLLEGE
323,A S COLLEGE,A S COLLEGE
324,A S MEMORIAL DEGREE COLLEGE,A S MEMORIAL DEGREE COLLEGE
325,A S R College of Engineering & Technology,A S R College of Engineering  Technology
326,A S S NARENDRA PHYSICAL EDN COLLEGE,A S S NARENDRA PHYSICAL EDN COLLEGE
327,A to Z Computer Centre ,A to Z Computer Centre 
328,A V M T T College,A V M T T College
329,A V P G CENTRE ,A V P G CENTRE 
330,Â  ST MARYs COLLEGE BACHELOR OF EDUCATION AND HIGHER STUDIES , ST MARYs COLLEGE BACHELOR OF EDUCATION AND HIGHER STUDIES 
331,Â AANAND COLLEGE OF NURSING ,AANAND COLLEGE OF NURSING 
332,A&M Institute of Computer & Technology ,AM Institute of Computer  Technology 
333,A. College,A. College
334,A. D. Patel Institute Of Technology,A. D. Patel Institute Of Technology
335,A. G. Teachers College ,A. G. Teachers College 
336,A. M Shaikh Homoeopathic Medical College ,A. M Shaikh Homoeopathic Medical College 
337,A. M. Degree College,A. M. Degree College
338,A. N. Magadh Medical College & Hospital ,A. N. Magadh Medical College  Hospital 
339,A. P.C. COLLEGE ,A. P.C. COLLEGE 
340,A. P.S.M. College ,A. P.S.M. College 
341,A. S. College,A. S. College
342,A. V. Patel Commerce College ,A. V. Patel Commerce College 
343,A.A. Government Arts College,A.A. Government Arts College
344,A.A.Training College,A.A.Training College
345,A.B. College ,A.B. College 
346,A.B.M. College ,A.B.M. College 
347,A.B.M. COLLEGE NAGPUR ,A.B.M. COLLEGE NAGPUR 
348,A.B.R College of Education ,A.B.R College of Education 
349,A.B.R. College,A.B.R. College
350,A.B.S.College,A.B.S.College
351,A.B.S.M. INSTITUTE OF DENTAL SCIENCES ,A.B.S.M. INSTITUTE OF DENTAL SCIENCES 
352,A.B.Womens Degree College,A.B.Womens Degree College
353,A.C. College of Technology Campus ,A.C. College of Technology Campus 
354,A.C.College ,A.C.College 
355,A.C.College of Law ,A.C.College of Law 
356,A.C.E. Foundation's Maharashtra Institute of Information Technology,A.C.E. Foundations Maharashtra Institute of Information Technology
357,A.C.Evening College ,A.C.Evening College 
358,A.D. Deshmukh College of Education,A.D. Deshmukh College of Education
359,A.D. Institute of Science and Management ,A.D. Institute of Science and Management 
360,A.D. Mahavidyalaya,A.D. Mahavidyalaya
361,A.D.M. College for Women,A.D.M. College for Women
362,A.D.P. College ,A.D.P. College 
363,A.D.V.S. Arts & Commerce First Grade College,A.D.V.S. Arts  Commerce First Grade College
364,A.E.S.College,A.E.S.College
365,A.G I COLLEGE OF EDUCATION,A.G I COLLEGE OF EDUCATION
366,A.G. & S.G.S. COLLEGE ,A.G.  S.G.S. COLLEGE 
367,A.G. Arts and Science College ,A.G. Arts and Science College 
368,A.G. College of Education ,A.G. College of Education 
369,A.G.B. First Grade College,A.G.B. First Grade College
370,A.G.K.M.College ,A.G.K.M.College 
371,A.G.L.Degree College ,A.G.L.Degree College 
372,A.H.S.A. College ,A.H.S.A. College 
373,A.I.J.H.M.College,A.I.J.H.M.College
374,A.J. COLLEGE OF EDUCATION ,A.J. COLLEGE OF EDUCATION 
375,A.J. COLLEGE OF NURSING,A.J. COLLEGE OF NURSING
376,A.J. COLLEGE OF PHYSIOTHERAPY,A.J. COLLEGE OF PHYSIOTHERAPY
377,A.J. College of Science and Technology,A.J. College of Science and Technology
378,A.J. Institute of Management,A.J. Institute of Management
379,A.J. KALASALA ,A.J. KALASALA 
380,A.J.M.V.P.Hutatma Karveer Chhatrapati Chouthe Shivaji Maharaj Institute of Management,A.J.M.V.P.Hutatma Karveer Chhatrapati Chouthe Shivaji Maharaj Institute of Management
381,A.J.M.V.P.New Arts,A.J.M.V.P.New Arts
382,A.K COLLEGE ,A.K COLLEGE 
383,A.K. DEGREE COLLEGE JYOTI,A.K. DEGREE COLLEGE JYOTI
384,A.K. VISHWANTHA REDDY DEGREE COLLEGE,A.K. VISHWANTHA REDDY DEGREE COLLEGE
385,A.K.C. COLLEGE,A.K.C. COLLEGE
386,A.K.C. COLLEGE OF ARTS & SCIENCE ,A.K.C. COLLEGE OF ARTS  SCIENCE 
387,A.K.Chanda Law College ,A.K.Chanda Law College 
388,A.K.College,A.K.College
389,A.K.D. DHARMARAJA COLLEGE FOR WOMEN ,A.K.D. DHARMARAJA COLLEGE FOR WOMEN 
390,A.K.DOSHI MAHILA ARTS,A.K.DOSHI MAHILA ARTS
391,A.K.G. Memorial Co-operative College of Nursing,A.K.G. Memorial Cooperative College of Nursing
392,A.K.P. College Khurja ,A.K.P. College Khurja 
393,A.K.R.G. College ,A.K.R.G. College 
394,A.K.R.G. College of Engineering and Technology,A.K.R.G. College of Engineering and Technology
395,A.K.R.G. DEGREE COLLEGE ,A.K.R.G. DEGREE COLLEGE 
396,A.k.S.College,A.k.S.College
397,A.K.T. Memorial College of Education ,A.K.T. Memorial College of Education 
398,A.K.T. Memorial College of Engineering & Technology ,A.K.T. Memorial College of Engineering  Technology 
399,A.L. Prasad Degree College,A.L. Prasad Degree College
400,A.L.Choudhury College ,A.L.Choudhury College 
401,A.L.College of Education ,A.L.College of Education 
402,A.L.Y. College,A.L.Y. College
403,A.M Reddy College of Education ,A.M Reddy College of Education 
404,A.M. COLLEGE OF EDUCATION ,A.M. COLLEGE OF EDUCATION 
405,A.M. Linganna College of Education,A.M. Linganna College of Education
406,A.M. Reddy Memorial College of Engineering and Technology,A.M. Reddy Memorial College of Engineering and Technology
407,A.M. Reddy Memorial College of Pharmacy ,A.M. Reddy Memorial College of Pharmacy 
408,A.M.A.I.Charitable Trusts Institute of Urology,A.M.A.I.Charitable Trusts Institute of Urology
409,A.M.A.L. Degree College,A.M.A.L. Degree College
410,A.M.C College,A.M.C College
411,A.M.College ,A.M.College 
412,A.M.E.S. College of Education ,A.M.E.S. College of Education 
413,A.M.G. College of Education for Women ,A.M.G. College of Education for Women 
414,A.M.G.College of Education ,A.M.G.College of Education 
415,A.M.G.Degree College for Women ,A.M.G.Degree College for Women 
416,A.M.M. College Benipur ,A.M.M. College Benipur 
417,A.M.P. LAW COLLEGE,A.M.P. LAW COLLEGE
418,A.M.R Institute of Technology ,A.M.R Institute of Technology 
419,A.N. College,A.N. College
420,A.N. Shiksha Shastri Mahavidyalaya ,A.N. Shiksha Shastri Mahavidyalaya 
421,A.N.A. COLLEGE OF MANAGEMENT STUDIES,A.N.A. COLLEGE OF MANAGEMENT STUDIES
422,A.N.A.C. WARORA ,A.N.A.C. WARORA 
423,A.N.College ,A.N.College 
424,A.N.D. College ,A.N.D. College 
425,A.N.D.N.N.M. MAHAVIDYALAYA,A.N.D.N.N.M. MAHAVIDYALAYA
426,A.N.D.T.T. COLLEGE,A.N.D.T.T. COLLEGE
427,A.N.K. Degree College,A.N.K. Degree College
428,A.N.R. COLLEGE ,A.N.R. COLLEGE 
429,A.N.R. P.L. ARTS & SCIENCE COLLEGE ,A.N.R. P.L. ARTS  SCIENCE COLLEGE 
430,A.N.S. College,A.N.S. College
431,A.N.S.College ,A.N.S.College 
432,A.N.S.M. College ,A.N.S.M. College 
433,A.P College,A.P College
434,A.P. Greig Foundation Trust Universal College of Management Address: Nandanvan Hills,A.P. Greig Foundation Trust Universal College of Management Address Nandanvan Hills
435,A.P. Gupta & Srimati Geeta Devi Mahila mahavidyalaya,A.P. Gupta  Srimati Geeta Devi Mahila mahavidyalaya
436,A.P. SEN MEMORIAL GIRLS DEGREE COLLEGE ,A.P. SEN MEMORIAL GIRLS DEGREE COLLEGE 
437,A.P.A. COLLEGE OF ARTS & CULTURE ,A.P.A. COLLEGE OF ARTS  CULTURE 
438,A.P.B.N.S. college,A.P.B.N.S. college
439,A.P.C.Mahalakshmi College,A.P.C.Mahalakshmi College
440,A.P.College,A.P.College
441,A.P.N. College,A.P.N. College
442,A.P.N.P.G. COLLEGE,A.P.N.P.G. COLLEGE
443,A.P.Residential Degree College ,A.P.Residential Degree College 
444,A.P.S COLLEGE,A.P.S COLLEGE
445,A.P.S. COLLEGE OF EDUCATION SARDHANA,A.P.S. COLLEGE OF EDUCATION SARDHANA
446,A.P.S. Mahavidhyalaya,A.P.S. Mahavidhyalaya
447,A.P.S. MAHAVIDYALAYA,A.P.S. MAHAVIDYALAYA
448,A.P.S.College,A.P.S.College
449,A.Q.J. Centre for P.G. Studies ,A.Q.J. Centre for P.G. Studies 
450,A.Q.J. College Of Pharmacy ,A.Q.J. College Of Pharmacy 
451,A.Q.J. Degree College ,A.Q.J. Degree College 
452,A.R. INSTITUTE OF MANAGEMENT & TECHNOLOGY RAJPURA,A.R. INSTITUTE OF MANAGEMENT  TECHNOLOGY RAJPURA
453,A.R.A. COLLEGE OF PHARMACY,A.R.A. COLLEGE OF PHARMACY
454,A.R.C. Viswanathan College,A.R.C. Viswanathan College
455,A.R.J. College of Engineering and Technology ,A.R.J. College of Engineering and Technology 
456,A.R.J. Institute of Management Studies ,A.R.J. Institute of Management Studies 
457,A.R.M.First Grade college,A.R.M.First Grade college
458,A.R.R. College of Education ,A.R.R. College of Education 
459,A.R.R. College of Education for Women ,A.R.R. College of Education for Women 
460,A.S DEGREE COLLEGE,A.S DEGREE COLLEGE
461,A.S. ,A.S. 
462,A.S. BATESWAR DAYAL MEMO. MAHAVIDYALAYA,A.S. BATESWAR DAYAL MEMO. MAHAVIDYALAYA
463,A.S. College,A.S. College
464,A.S. College of Education ,A.S. College of Education 
465,A.S. Group of Institutions,A.S. Group of Institutions
466,A.S. KHARB MEMORIAL COLLEGE OF EDUCATION ,A.S. KHARB MEMORIAL COLLEGE OF EDUCATION 
467,A.S.College,A.S.College
468,A.S.College for Women,A.S.College for Women
469,A.S.College Khanna ,A.S.College Khanna 
470,A.S.College of Education,A.S.College of Education
471,A.S.Degree College,A.S.Degree College
472,A.S.Degree College Tugalli ,A.S.Degree College Tugalli 
473,A.S.Govt.Degree College for Women,A.S.Govt.Degree College for Women
474,A.S.M & A.W. D Women's Degree College ,A.S.M  A.W. D Womens Degree College 
475,A.S.M. College for Women,A.S.M. College for Women
476,A.S.N Pharmacy College,A.S.N Pharmacy College
477,A.S.N. Women's Engineering College,A.S.N. Womens Engineering College
478,A.S.N.Degree College for Women ,A.S.N.Degree College for Women 
479,A.S.N.M. GOVT. DEGREE COLLEGE FOR MEN ,A.S.N.M. GOVT. DEGREE COLLEGE FOR MEN 
480,A.S.R. DEGREE COLLEGE ,A.S.R. DEGREE COLLEGE 
481,A.T.S.V.S. SIDDHA MARUTHUVA KALLOORY AND HOSPITAL,A.T.S.V.S. SIDDHA MARUTHUVA KALLOORY AND HOSPITAL
482,A.U.Campus,A.U.Campus
483,A.U.M.S.N.P.G.Centre,A.U.M.S.N.P.G.Centre
484,A.V. College of Arts,A.V. College of Arts
485,A.V. P.G. CENTRE ,A.V. P.G. CENTRE 
486,A.V.ABDURAHIMAN HAJI ARTS & SCIENCE COLLEGE,A.V.ABDURAHIMAN HAJI ARTS  SCIENCE COLLEGE
487,A.V.B.ED COLLEGE,A.V.B.ED COLLEGE
488,A.V.C. College,A.V.C. College
489,A.V.C. College of Engineering ,A.V.C. College of Engineering 
490,A.V.D.SAVJANI ARTS & COMMERCE COLLEGE,A.V.D.SAVJANI ARTS  COMMERCE COLLEGE
491,A.V.HIRANI COLLEGE OF JOURNALISM & PERFORMING ARTS,A.V.HIRANI COLLEGE OF JOURNALISM  PERFORMING ARTS
492,A.V.K. Women's college,A.V.K. Womens college
493,A.V.M COLLEGE OF EDUCATION,A.V.M COLLEGE OF EDUCATION
494,A.V.R. and V.P.R. Degree College ,A.V.R. and V.P.R. Degree College 
495,A.V.R. DEGREE COLLEGE ,A.V.R. DEGREE COLLEGE 
496,A.V.R.L. Degree College,A.V.R.L. Degree College
497,A.V.S College of Arts & Science ,A.V.S College of Arts  Science 
498,A.V.S. College of Education,A.V.S. College of Education
499,A.V.S. College of Education ,A.V.S. College of Education 
500,A.V.S.S COLLEGE.BANULI ,A.V.S.S COLLEGE.BANULI 
501,A.V.V.M. Sri Pushpam College,A.V.V.M. Sri Pushpam College
502,A.W.D.I.,A.W.D.I.
503,A.W.H. Al-Badar Special College,A.W.H. AlBadar Special College
504,A.Y.T. College of Education,A.Y.T. College of Education
505,A1 Global Institute of Engineering & Technology,A Global Institute of Engineering  Technology
506,Aachary Baldev College,Aachary Baldev College
507,Aadarsh Art.& Comm. College Nai Ganj Mandi ,Aadarsh Art. Comm. College Nai Ganj Mandi 
508,AADARSH B ED COLLEGE,AADARSH B ED COLLEGE
509,Aadarsh B.Ed. College,Aadarsh B.Ed. College
510,Aadarsh Mahavidyalaya,Aadarsh Mahavidyalaya
511,Aadarsh Shikshan Prasarak Mandal,Aadarsh Shikshan Prasarak Mandal
512,Aadarsha Chitrakala Mahavidyalaya,Aadarsha Chitrakala Mahavidyalaya
513,Aadhavan Arts and Science College,Aadhavan Arts and Science College
514,AADHI BHAGAWAN COLLEGE OF PHARMACY,AADHI BHAGAWAN COLLEGE OF PHARMACY
515,AADI COLLEGE OF NURSING,AADI COLLEGE OF NURSING
516,AADI SHIV NAVEEN MAHAVIDYALYA SHANTIPURAM OUNCHA MAINPURI ,AADI SHIV NAVEEN MAHAVIDYALYA SHANTIPURAM OUNCHA MAINPURI 
517,AADINATH INSTITUTE OF INFORMATION TECHNOLOGY & MANAGEMENT BARWANI ,AADINATH INSTITUTE OF INFORMATION TECHNOLOGY  MANAGEMENT BARWANI 
518,Aaditya Degree College,Aaditya Degree College
519,Aaditya PG College,Aaditya PG College
520,Aai Tuljabhavani Shikshan Prasarak Mandal's Washi's Shivashakti Sanganak Mahavidyalaya,Aai Tuljabhavani Shikshan Prasarak Mandals Washis Shivashakti Sanganak Mahavidyalaya
521,AAKANSHA COLLEGE MEERAPUR,AAKANSHA COLLEGE MEERAPUR
522,Aakar Adhyapan Mandir M. Ed. College ,Aakar Adhyapan Mandir M. Ed. College 
523,Aakar Institute of Management and Research Studies,Aakar Institute of Management and Research Studies
524,Aakar Kala v Krida Mandal Dr. N. H. Wagh Institute of Management and Research,Aakar Kala v Krida Mandal Dr. N. H. Wagh Institute of Management and Research
525,Aakash College of Education,Aakash College of Education
526,Aakash Educational Society Aakash College of Commerce at Jogeshwari Koliwad Muncipal School Jogeshwari E Mumbai 400 060 ,Aakash Educational Society Aakash College of Commerce at Jogeshwari Koliwad Muncipal School Jogeshwari E Mumbai   
527,Aakriti Institute of Fine Arts,Aakriti Institute of Fine Arts
528,Aalim Muhammed Salegh College of Engineering ,Aalim Muhammed Salegh College of Engineering 
529,AANASAGAR MAHILA T T COLLEGE RANGBARI,AANASAGAR MAHILA T T COLLEGE RANGBARI
530,Aarupadai Veedu Institute of Technology ,Aarupadai Veedu Institute of Technology 
531,Aarupadai Veedu Medical College and Hospital ,Aarupadai Veedu Medical College and Hospital 
532,Aarushi Group of Institutions ,Aarushi Group of Institutions 
533,AARYAN COLLEGE OF EDUCATION,AARYAN COLLEGE OF EDUCATION
534,Aasee College of Education ,Aasee College of Education 
535,AASHLAR BUSINESS SCHOOL ,AASHLAR BUSINESS SCHOOL 
536,Aasra Institute of Advance Studies,Aasra Institute of Advance Studies
537,AASS INFORMATION TECHNOLOGY RAIGARH ,AASS INFORMATION TECHNOLOGY RAIGARH 
538,Aastha College of Education ,Aastha College of Education 
539,AASTHA EDUCATIONAL INSTITUTE H.NO. 3 GALI NO. ,AASTHA EDUCATIONAL INSTITUTE H.NO.  GALI NO. 
540,Aathwale Social Work ,Aathwale Social Work 
541,Aatma Ram TT College,Aatma Ram TT College
542,Aatmaram College,Aatmaram College
543,Aayojan School of Architecture,Aayojan School of Architecture
544,Aayushi IT Institute ,Aayushi IT Institute 
545,Aazad College of Education ,Aazad College of Education 
546,Aazad Hind Mahavidyalaya,Aazad Hind Mahavidyalaya
547,ABACUS Institute of Engineering and Management 240 ,ABACUS Institute of Engineering and Management  
548,ABACUS INSTITUTE OF TECHNOLOGY & MANAGEMENT PANDHURNA ,ABACUS INSTITUTE OF TECHNOLOGY  MANAGEMENT PANDHURNA 
549,Abasaheb Garware Institute of Management Studies S.T. Stand,Abasaheb Garware Institute of Management Studies S.T. Stand
550,Abasaheb Parvekar Arts,Abasaheb Parvekar Arts
551,Abbas Khan College for Women,Abbas Khan College for Women
552,ABBNOOR INSTITUTE OF INFORMATION TECHNOLOGY,ABBNOOR INSTITUTE OF INFORMATION TECHNOLOGY
553,Abdul Aziz Ansari Degree College,Abdul Aziz Ansari Degree College
554,Abdul Hamid Unani Chikitsa College,Abdul Hamid Unani Chikitsa College
555,Abdul Kalam Institute of Technological Science ,Abdul Kalam Institute of Technological Science 
556,ABDUL RAZAK MEMORIAL B.ED. COLLEGE ,ABDUL RAZAK MEMORIAL B.ED. COLLEGE 
557,ABDUL RAZAK MEMORIAL NURSING COLLEGE,ABDUL RAZAK MEMORIAL NURSING COLLEGE
558,Abdul Razzaq Degree College,Abdul Razzaq Degree College
559,Abdul Usman Mahavidyalaya,Abdul Usman Mahavidyalaya
560,ABDUS SATTAR MEMORIAL COLLEGE OF EDUCATION ,ABDUS SATTAR MEMORIAL COLLEGE OF EDUCATION 
561,ABES ENGINEERING COLLEGE,ABES ENGINEERING COLLEGE
562,ABES INSTITUTE OF BUSINESS MANAGEMENT,ABES INSTITUTE OF BUSINESS MANAGEMENT
563,ABES INSTITUTE OF MANAGEMENT,ABES INSTITUTE OF MANAGEMENT
564,ABES INSTITUTE OF TECHNOLOGY,ABES INSTITUTE OF TECHNOLOGY
565,Abha College of Engineering,Abha College of Engineering
566,ABHA YADAV SMARAK KANYA DEG. COLL. MEJA ROAD,ABHA YADAV SMARAK KANYA DEG. COLL. MEJA ROAD
567,ABHAIVEER SMRATI MAHAVIDYALAYA,ABHAIVEER SMRATI MAHAVIDYALAYA
568,ABHAY BALIKA MAHAVIDYALAYA,ABHAY BALIKA MAHAVIDYALAYA
569,Abhay Mahavidyalaya Tarna,Abhay Mahavidyalaya Tarna
570,ABHAY MEMORIAL TRUST GROUP OF INSTITUTIONS,ABHAY MEMORIAL TRUST GROUP OF INSTITUTIONS
571,Abhay NarayanSanskrit Mahavidyalaya,Abhay NarayanSanskrit Mahavidyalaya
572,ABHAY PRATAP SINGH DEGREE COLLEGE,ABHAY PRATAP SINGH DEGREE COLLEGE
573,Abhay Shikshan Kendra Dr. Babasaheb Ambedkar Bhavan Kannamwar Nagar 1 Vikhroli ,Abhay Shikshan Kendra Dr. Babasaheb Ambedkar Bhavan Kannamwar Nagar  Vikhroli 
574,Abhay Shikshan Kendra Rajarshri Shahu College of Arts Commerce & Science Jogalekar Wadi Sion East Mumbai 400 022 ,Abhay Shikshan Kendra Rajarshri Shahu College of Arts Commerce  Science Jogalekar Wadi Sion East Mumbai   
575,Abhay Shikshan Kendras Krantijyoti Savitribai Phule College of Bachelor of Education Kannamwar Nagar No. 1 Vikroli ,Abhay Shikshan Kendras Krantijyoti Savitribai Phule College of Bachelor of Education Kannamwar Nagar No.  Vikroli 
576,Abhay Shikshan Kendras Rajeshri Shahu College of Law Jogelekar Wadi Municipal School 3rd Floor Sion ,Abhay Shikshan Kendras Rajeshri Shahu College of Law Jogelekar Wadi Municipal School rd Floor Sion 
577,Abhaya Ayurveda Sanskrit College ,Abhaya Ayurveda Sanskrit College 
578,Abhaya College of Nursing ,Abhaya College of Nursing 
579,Abhedananda Mahavidyalaya ,Abhedananda Mahavidyalaya 
580,Abhigyan Girls College,Abhigyan Girls College
581,Abhijeet Jagnade College of Science and Management,Abhijeet Jagnade College of Science and Management
582,Abhijeet Paramedical Institution,Abhijeet Paramedical Institution
583,Abhijit Kadam Insttute of Management and social sciences,Abhijit Kadam Insttute of Management and social sciences
